Compound,hrs,yeast,rel_abundance
192.0271,263.197139623953,cal,24.614784
192.0271,263.197139623953,cal,25.04083
192.0271,263.197139623953,cal,25.048773
192.0271,71.0124462123421,sak,24.751625
192.0271,71.0124462123421,sak,25.029224
192.0271,71.0124462123421,sak,25.019411
192.0271,143.012753673244,pil,24.819607
192.0271,143.012753673244,pil,25.129656
192.0271,143.012753673244,pil,25.122862
192.0271,143.012753673244,sak,24.69304
192.0271,143.012753673244,sak,25.06553
192.0271,143.012753673244,sak,24.969837
192.0271,191.340703825272,bel,24.759954
192.0271,191.340703825272,bel,25.042639
192.0271,191.340703825272,bel,25.07027
192.0271,263.197139623953,sak,24.237696
192.0271,263.197139623953,sak,24.632008
192.0271,263.197139623953,sak,24.593466
192.0271,699.41261145825,eng,24.386257
192.0271,699.41261145825,eng,24.682713
192.0271,699.41261145825,eng,24.71019
192.0271,46.85074227026,eng,24.804073
192.0271,46.85074227026,eng,25.007244
192.0271,46.85074227026,eng,25.050035
192.0271,118.603271921967,cal,23.504984
192.0271,118.603271921967,cal,24.830183
192.0271,118.603271921967,cal,24.921505
192.0271,191.340703825272,cal,24.59727
192.0271,191.340703825272,cal,24.945324
192.0271,191.340703825272,cal,24.950415
192.0271,191.340703825272,eng,24.615068
192.0271,191.340703825272,eng,24.890793
192.0271,191.340703825272,eng,24.988298
192.0271,263.197139623953,bel,24.715773
192.0271,263.197139623953,bel,25.102728
192.0271,263.197139623953,bel,25.05164
362.2088,71.0124462123421,cal,19.869827
362.2088,71.0124462123421,cal,19.99548
362.2088,71.0124462123421,cal,19.99655
362.2088,118.603271921967,sak,19.337395
362.2088,118.603271921967,sak,19.661612
362.2088,118.603271921967,sak,19.642223
362.2088,46.85074227026,pil,24.642773
362.2088,46.85074227026,pil,24.629269
362.2088,46.85074227026,pil,24.594967
362.2088,238.856445833423,cal,22.351257
362.2088,238.856445833423,cal,22.355097
362.2088,238.856445833423,cal,22.27558
362.2088,699.41261145825,pil,21.866838
362.2088,699.41261145825,pil,21.740965
362.2088,699.41261145825,pil,21.608093
362.2088,407.314679682518,pil,19.326351
362.2088,407.314679682518,pil,19.365013
362.2088,407.314679682518,pil,19.583801
362.2088,95.0095085202592,eng,20.458004
362.2088,95.0095085202592,eng,20.443762
362.2088,95.0095085202592,eng,20.366816
362.2088,166.571757496567,sak,22.44212
362.2088,166.571757496567,sak,22.14091
362.2088,166.571757496567,sak,22.249313
362.2088,58.892009639992,cal,20.9039
362.2088,58.892009639992,cal,21.050673
362.2088,58.892009639992,cal,21.026766
362.2088,166.571757496567,bel,20.09161
362.2088,166.571757496567,bel,20.617683
362.2088,166.571757496567,bel,20.307484
362.2088,71.0124462123421,bel,18.41529
362.2088,71.0124462123421,bel,18.664715
362.2088,71.0124462123421,bel,18.650974
362.2088,95.0095085202592,sak,22.113535
362.2088,95.0095085202592,sak,22.135416
362.2088,95.0095085202592,sak,22.052414
362.2088,71.0124462123421,pil,23.628298
362.2088,71.0124462123421,pil,23.92717
362.2088,71.0124462123421,pil,23.937494
362.2088,27.6651914018517,po2,25.073322
362.2088,27.6651914018517,po2,25.07777
362.2088,27.6651914018517,po2,25.059135
362.2088,36.0018715100419,cal,24.46152
362.2088,36.0018715100419,cal,24.469793
362.2088,36.0018715100419,cal,24.47585
362.2088,143.012753673244,bel,20.599047
362.2088,143.012753673244,bel,20.421093
362.2088,143.012753673244,bel,20.559162
362.2088,191.340703825272,sak,20.735579
362.2088,191.340703825272,sak,20.794746
362.2088,191.340703825272,sak,20.907402
362.2088,166.571757496567,cal,22.206547
362.2088,166.571757496567,cal,22.28767
362.2088,166.571757496567,cal,22.281816
362.2088,362.038671967512,pil,19.616978
362.2088,362.038671967512,pil,19.728155
362.2088,362.038671967512,pil,19.629978
362.2088,71.0124462123421,eng,23.579102
362.2088,71.0124462123421,eng,23.585855
362.2088,71.0124462123421,eng,23.58625
362.2088,95.0095085202592,pil,22.956102
362.2088,95.0095085202592,pil,22.952414
362.2088,95.0095085202592,pil,22.961823
362.2088,362.038671967512,bel,21.609434
362.2088,362.038671967512,bel,21.247505
362.2088,362.038671967512,bel,21.28549
362.2088,143.012753673244,eng,21.076359
362.2088,143.012753673244,eng,20.932878
362.2088,143.012753673244,eng,21.170574
362.2088,191.340703825272,pil,22.447264
362.2088,191.340703825272,pil,22.692158
362.2088,191.340703825272,pil,22.381117
362.2088,118.603271921967,bel,19.718931
362.2088,118.603271921967,bel,19.73575
362.2088,118.603271921967,bel,19.71028
362.2088,238.856445833423,pil,19.210493
362.2088,238.856445833423,pil,19.299599
362.2088,238.856445833423,pil,19.4199
362.2088,407.314679682518,cal,22.597225
362.2088,407.314679682518,cal,22.484539
362.2088,407.314679682518,cal,22.75628
362.2088,407.314679682518,eng,22.053518
362.2088,407.314679682518,eng,22.100317
362.2088,407.314679682518,eng,22.168665
362.2088,58.892009639992,eng,23.809166
362.2088,58.892009639992,eng,23.907547
362.2088,58.892009639992,eng,23.871405
362.2088,118.603271921967,eng,19.212864
362.2088,118.603271921967,eng,18.835878
362.2088,118.603271921967,eng,19.152487
362.2088,166.571757496567,pil,21.37755
362.2088,166.571757496567,pil,21.450176
362.2088,166.571757496567,pil,21.440884
362.2088,143.012753673244,cal,22.446672
362.2088,143.012753673244,cal,22.563126
362.2088,143.012753673244,cal,22.644346
362.2088,36.0018715100419,sak,23.734142
362.2088,36.0018715100419,sak,23.795734
362.2088,36.0018715100419,sak,23.813873
362.2088,407.314679682518,bel,21.583546
362.2088,407.314679682518,bel,21.60888
362.2088,407.314679682518,bel,21.526215
362.2088,58.892009639992,bel,19.794888
362.2088,58.892009639992,bel,19.876766
362.2088,58.892009639992,bel,19.991875
362.2088,215.269482304951,pil,21.033127
362.2088,215.269482304951,pil,21.374557
362.2088,215.269482304951,pil,21.315973
362.2088,58.892009639992,pil,23.495518
362.2088,58.892009639992,pil,23.49922
362.2088,58.892009639992,pil,23.489267
362.2088,36.0018715100419,eng,23.707586
362.2088,36.0018715100419,eng,23.698969
362.2088,36.0018715100419,eng,23.73392
362.2088,46.85074227026,sak,23.11709
362.2088,46.85074227026,sak,23.180933
362.2088,46.85074227026,sak,23.12524
362.2088,238.856445833423,eng,21.377878
362.2088,238.856445833423,eng,21.422495
362.2088,238.856445833423,eng,21.417154
362.2088,46.85074227026,cal,22.887709
362.2088,46.85074227026,cal,22.853561
362.2088,46.85074227026,cal,22.863117
362.2088,118.603271921967,pil,21.339914
362.2088,118.603271921967,pil,21.443773
362.2088,118.603271921967,pil,21.45689
362.2088,215.269482304951,cal,22.043482
362.2088,215.269482304951,cal,22.107952
362.2088,215.269482304951,cal,22.118748
362.2088,215.269482304951,eng,21.853386
362.2088,215.269482304951,eng,21.84411
362.2088,215.269482304951,eng,21.855917
362.2088,36.0018715100419,pil,23.099363
362.2088,36.0018715100419,pil,23.214634
362.2088,36.0018715100419,pil,23.283028
362.2088,46.85074227026,bel,22.026093
362.2088,46.85074227026,bel,22.04036
362.2088,46.85074227026,bel,22.099854
362.2088,58.892009639992,sak,20.351753
362.2088,58.892009639992,sak,20.413383
362.2088,58.892009639992,sak,20.229076
362.2088,215.269482304951,sak,19.317896
362.2088,215.269482304951,sak,19.20545
362.2088,215.269482304951,sak,19.331863
362.2088,362.038671967512,cal,20.657276
362.2088,362.038671967512,cal,20.697197
362.2088,362.038671967512,cal,20.579306
362.2088,166.571757496567,eng,20.134014
362.2088,166.571757496567,eng,20.083422
362.2088,166.571757496567,eng,20.351305
362.2088,238.856445833423,sak,17.975645
362.2088,238.856445833423,sak,18.343988
362.2088,238.856445833423,sak,18.27013
362.2088,362.038671967512,eng,21.909954
362.2088,362.038671967512,eng,21.92582
362.2088,362.038671967512,eng,21.988005
362.2088,362.038671967512,sak,17.05578
362.2088,362.038671967512,sak,17.213276
362.2088,362.038671967512,sak,17.261663
362.2088,699.41261145825,cal,21.221464
362.2088,699.41261145825,cal,21.266405
362.2088,699.41261145825,cal,21.26901
362.2088,699.41261145825,sak,18.483131
362.2088,699.41261145825,sak,18.318516
362.2088,699.41261145825,sak,18.35893
362.2088,215.269482304951,bel,19.655758
362.2088,215.269482304951,bel,19.970133
362.2088,215.269482304951,bel,19.817371
362.2088,263.197139623953,eng,20.795322
362.2088,263.197139623953,eng,20.536846
362.2088,263.197139623953,eng,20.65486
362.2088,263.197139623953,pil,16.191832
362.2088,263.197139623953,pil,16.24865
362.2088,263.197139623953,pil,16.176699
362.2088,699.41261145825,bel,20.419464
362.2088,699.41261145825,bel,20.2661
362.2088,699.41261145825,bel,20.142565
362.2088,238.856445833423,bel,19.860918
362.2088,238.856445833423,bel,19.830956
362.2088,238.856445833423,bel,19.868189
362.2088,407.314679682518,sak,19.88356
362.2088,407.314679682518,sak,19.698975
362.2088,407.314679682518,sak,19.917467
362.2088,36.0018715100419,bel,23.11816
362.2088,36.0018715100419,bel,23.120363
362.2088,36.0018715100419,bel,23.157942
362.2088,95.0095085202592,bel,17.536657
362.2088,95.0095085202592,bel,17.415436
362.2088,95.0095085202592,bel,17.195986
362.2088,95.0095085202592,cal,18.247734
362.2088,95.0095085202592,cal,18.104782
362.2088,95.0095085202592,cal,18.378836
362.2088,263.197139623953,cal,20.555712
362.2088,263.197139623953,cal,20.558067
362.2088,263.197139623953,cal,20.596033
362.2088,71.0124462123421,sak,17.204964
362.2088,71.0124462123421,sak,20.129225
362.2088,71.0124462123421,sak,20.211615
362.2088,143.012753673244,pil,19.326801
362.2088,143.012753673244,pil,16.2918
362.2088,143.012753673244,pil,19.234577
362.2088,143.012753673244,sak,18.99047
362.2088,143.012753673244,sak,18.946556
362.2088,143.012753673244,sak,18.998478
362.2088,191.340703825272,bel,19.255365
362.2088,191.340703825272,bel,19.324461
362.2088,191.340703825272,bel,19.457157
362.2088,263.197139623953,sak,17.53231
362.2088,263.197139623953,sak,17.093025
362.2088,263.197139623953,sak,16.791492
362.2088,699.41261145825,eng,21.900215
362.2088,699.41261145825,eng,22.446209
362.2088,699.41261145825,eng,22.162054
362.2088,46.85074227026,eng,22.433468
362.2088,46.85074227026,eng,22.471855
362.2088,46.85074227026,eng,22.497534
362.2088,118.603271921967,cal,20.532764
362.2088,118.603271921967,cal,20.58959
362.2088,118.603271921967,cal,20.760338
362.2088,191.340703825272,cal,21.282013
362.2088,191.340703825272,cal,21.283401
362.2088,191.340703825272,cal,21.39729
362.2088,191.340703825272,eng,20.312685
362.2088,191.340703825272,eng,20.29312
362.2088,191.340703825272,eng,20.389004
362.2088,263.197139623953,bel,19.243439
362.2088,263.197139623953,bel,19.240301
362.2088,263.197139623953,bel,19.226702
362.2089,71.0124462123421,cal,24.280262
362.2089,71.0124462123421,cal,22.762415
362.2089,71.0124462123421,cal,24.26991
362.2089,118.603271921967,sak,23.05179
362.2089,118.603271921967,sak,24.021282
362.2089,118.603271921967,sak,24.080683
362.2089,46.85074227026,pil,25.23438
362.2089,46.85074227026,pil,25.168133
362.2089,46.85074227026,pil,25.137852
362.2089,238.856445833423,cal,24.076342
362.2089,238.856445833423,cal,24.786703
362.2089,238.856445833423,cal,23.55216
362.2089,699.41261145825,pil,23.672588
362.2089,699.41261145825,pil,23.550842
362.2089,699.41261145825,pil,24.332392
362.2089,407.314679682518,pil,24.499792
362.2089,407.314679682518,pil,24.428627
362.2089,407.314679682518,pil,24.318033
362.2089,95.0095085202592,eng,24.21281
362.2089,95.0095085202592,eng,25.232357
362.2089,95.0095085202592,eng,24.584787
362.2089,166.571757496567,sak,24.126959
362.2089,166.571757496567,sak,24.615183
362.2089,166.571757496567,sak,24.521927
362.2089,58.892009639992,cal,24.079807
362.2089,58.892009639992,cal,24.058846
362.2089,58.892009639992,cal,23.966867
362.2089,166.571757496567,bel,23.637846
362.2089,166.571757496567,bel,23.81294
362.2089,166.571757496567,bel,20.31186
362.2089,71.0124462123421,bel,23.953127
362.2089,71.0124462123421,bel,23.399666
362.2089,71.0124462123421,bel,23.834883
362.2089,95.0095085202592,sak,23.515562
362.2089,95.0095085202592,sak,23.663492
362.2089,95.0095085202592,sak,24.424301
362.2089,71.0124462123421,pil,25.001137
362.2089,71.0124462123421,pil,23.965855
362.2089,71.0124462123421,pil,24.398804
362.2089,27.6651914018517,po2,24.259928
362.2089,27.6651914018517,po2,24.36886
362.2089,27.6651914018517,po2,23.826986
362.2089,36.0018715100419,cal,25.00516
362.2089,36.0018715100419,cal,24.427835
362.2089,36.0018715100419,cal,25.007534
362.2089,143.012753673244,bel,24.551157
362.2089,143.012753673244,bel,23.800322
362.2089,143.012753673244,bel,23.83863
362.2089,191.340703825272,sak,23.391815
362.2089,191.340703825272,sak,23.885975
362.2089,191.340703825272,sak,23.72884
362.2089,166.571757496567,cal,24.078978
362.2089,166.571757496567,cal,24.100817
362.2089,166.571757496567,cal,23.713263
362.2089,362.038671967512,pil,24.130756
362.2089,362.038671967512,pil,23.98568
362.2089,362.038671967512,pil,23.948881
362.2089,71.0124462123421,eng,24.54222
362.2089,71.0124462123421,eng,24.543499
362.2089,71.0124462123421,eng,24.47229
362.2089,95.0095085202592,pil,24.889057
362.2089,95.0095085202592,pil,24.88983
362.2089,95.0095085202592,pil,24.85765
362.2089,362.038671967512,bel,24.149685
362.2089,362.038671967512,bel,23.744493
362.2089,362.038671967512,bel,23.896017
362.2089,143.012753673244,eng,24.911598
362.2089,143.012753673244,eng,24.371216
362.2089,143.012753673244,eng,24.355558
362.2089,191.340703825272,pil,24.729748
362.2089,191.340703825272,pil,24.732874
362.2089,191.340703825272,pil,24.711535
362.2089,118.603271921967,bel,23.331144
362.2089,118.603271921967,bel,23.363937
362.2089,118.603271921967,bel,23.323376
362.2089,238.856445833423,pil,23.931015
362.2089,238.856445833423,pil,23.657333
362.2089,238.856445833423,pil,23.651844
362.2089,407.314679682518,cal,23.820152
362.2089,407.314679682518,cal,24.259064
362.2089,407.314679682518,cal,23.881227
362.2089,407.314679682518,eng,23.825287
362.2089,407.314679682518,eng,23.831564
362.2089,407.314679682518,eng,24.00757
362.2089,58.892009639992,eng,23.400122
362.2089,58.892009639992,eng,23.425213
362.2089,58.892009639992,eng,23.377739
362.2089,118.603271921967,eng,23.401493
362.2089,118.603271921967,eng,23.310738
362.2089,118.603271921967,eng,23.174255
362.2089,166.571757496567,pil,22.987257
362.2089,166.571757496567,pil,22.556967
362.2089,166.571757496567,pil,22.93806
362.2089,143.012753673244,cal,22.836548
362.2089,143.012753673244,cal,22.696468
362.2089,143.012753673244,cal,22.674809
362.2089,36.0018715100419,sak,23.584974
362.2089,36.0018715100419,sak,23.290215
362.2089,36.0018715100419,sak,23.257145
362.2089,407.314679682518,bel,22.382355
362.2089,407.314679682518,bel,22.788002
362.2089,407.314679682518,bel,23.542799
362.2089,58.892009639992,bel,23.450935
362.2089,58.892009639992,bel,22.758009
362.2089,58.892009639992,bel,22.750572
362.2089,215.269482304951,pil,22.763546
362.2089,215.269482304951,pil,22.772963
362.2089,215.269482304951,pil,22.723629
362.2089,58.892009639992,pil,23.470703
362.2089,58.892009639992,pil,23.479292
362.2089,58.892009639992,pil,23.482788
362.2089,36.0018715100419,eng,23.546225
362.2089,36.0018715100419,eng,24.22388
362.2089,36.0018715100419,eng,23.460447
362.2089,46.85074227026,sak,23.561653
362.2089,46.85074227026,sak,24.071306
362.2089,46.85074227026,sak,23.560297
362.2089,238.856445833423,eng,23.159517
362.2089,238.856445833423,eng,23.214502
362.2089,238.856445833423,eng,22.746086
362.2089,46.85074227026,cal,23.45924
362.2089,46.85074227026,cal,24.030128
362.2089,46.85074227026,cal,23.417303
362.2089,118.603271921967,pil,23.297586
362.2089,118.603271921967,pil,23.321514
362.2089,118.603271921967,pil,22.91553
362.2089,215.269482304951,cal,23.186682
362.2089,215.269482304951,cal,23.165789
362.2089,215.269482304951,cal,23.233616
362.2089,215.269482304951,eng,23.125433
362.2089,215.269482304951,eng,23.15972
362.2089,215.269482304951,eng,23.101686
362.2089,36.0018715100419,pil,23.050167
362.2089,36.0018715100419,pil,23.067783
362.2089,36.0018715100419,pil,23.094687
362.2089,46.85074227026,bel,22.92439
362.2089,46.85074227026,bel,22.919533
362.2089,46.85074227026,bel,22.96081
362.2089,58.892009639992,sak,22.633963
362.2089,58.892009639992,sak,22.07607
362.2089,58.892009639992,sak,22.90703
362.2089,215.269482304951,sak,22.374783
362.2089,215.269482304951,sak,22.300127
362.2089,215.269482304951,sak,22.350454
362.2089,362.038671967512,cal,22.381353
362.2089,362.038671967512,cal,22.410715
362.2089,362.038671967512,cal,18.115978
362.2089,166.571757496567,eng,23.467937
362.2089,166.571757496567,eng,22.868391
362.2089,166.571757496567,eng,22.866495
362.2089,238.856445833423,sak,22.573622
362.2089,238.856445833423,sak,22.59527
362.2089,238.856445833423,sak,22.58141
362.2089,362.038671967512,eng,23.14587
362.2089,362.038671967512,eng,23.104193
362.2089,362.038671967512,eng,23.136969
362.2089,362.038671967512,sak,22.597698
362.2089,362.038671967512,sak,22.507011
362.2089,362.038671967512,sak,22.480803
362.2089,699.41261145825,cal,22.581556
362.2089,699.41261145825,cal,22.86257
362.2089,699.41261145825,cal,22.837599
362.2089,699.41261145825,sak,22.552893
362.2089,699.41261145825,sak,22.808126
362.2089,699.41261145825,sak,22.577408
362.2089,215.269482304951,bel,22.981588
362.2089,215.269482304951,bel,22.999561
362.2089,215.269482304951,bel,23.020506
362.2089,263.197139623953,eng,23.127493
362.2089,263.197139623953,eng,23.113766
362.2089,263.197139623953,eng,23.167921
362.2089,263.197139623953,pil,23.034632
362.2089,263.197139623953,pil,22.944696
362.2089,263.197139623953,pil,22.972933
362.2089,699.41261145825,bel,22.889389
362.2089,699.41261145825,bel,22.525274
362.2089,699.41261145825,bel,22.889503
362.2089,238.856445833423,bel,23.021227
362.2089,238.856445833423,bel,22.978067
362.2089,238.856445833423,bel,23.021301
362.2089,407.314679682518,sak,23.203192
362.2089,407.314679682518,sak,22.79528
362.2089,407.314679682518,sak,22.81046
362.2089,36.0018715100419,bel,23.194508
362.2089,36.0018715100419,bel,23.23069
362.2089,36.0018715100419,bel,23.235926
362.2089,95.0095085202592,bel,22.55292
362.2089,95.0095085202592,bel,22.55173
362.2089,95.0095085202592,bel,22.549208
362.2089,95.0095085202592,cal,22.94112
362.2089,95.0095085202592,cal,22.923853
362.2089,95.0095085202592,cal,22.955393
362.2089,263.197139623953,cal,22.977262
362.2089,263.197139623953,cal,22.981615
362.2089,263.197139623953,cal,22.988483
362.2089,71.0124462123421,sak,22.970623
362.2089,71.0124462123421,sak,22.987183
362.2089,71.0124462123421,sak,23.04147
362.2089,143.012753673244,pil,23.020435
362.2089,143.012753673244,pil,23.006016
362.2089,143.012753673244,pil,23.053877
362.2089,143.012753673244,sak,22.795502
362.2089,143.012753673244,sak,22.822819
362.2089,143.012753673244,sak,22.833984
362.2089,191.340703825272,bel,22.806221
362.2089,191.340703825272,bel,22.85142
362.2089,191.340703825272,bel,22.348362
362.2089,263.197139623953,sak,22.408138
362.2089,263.197139623953,sak,22.438953
362.2089,263.197139623953,sak,22.47293
362.2089,699.41261145825,eng,23.028198
362.2089,699.41261145825,eng,23.040337
362.2089,699.41261145825,eng,23.055876
362.2089,46.85074227026,eng,22.69791
362.2089,46.85074227026,eng,22.93013
362.2089,46.85074227026,eng,22.983078
362.2089,118.603271921967,cal,23.14496
362.2089,118.603271921967,cal,23.148045
362.2089,118.603271921967,cal,23.223461
362.2089,191.340703825272,cal,22.730835
362.2089,191.340703825272,cal,23.182724
362.2089,191.340703825272,cal,22.836182
362.2089,191.340703825272,eng,22.669292
362.2089,191.340703825272,eng,22.651873
362.2089,191.340703825272,eng,22.657328
362.2089,263.197139623953,bel,23.193514
362.2089,263.197139623953,bel,23.258486
362.2089,263.197139623953,bel,22.811579
348.1932,71.0124462123421,cal,22.266447
348.1932,71.0124462123421,cal,22.334513
348.1932,71.0124462123421,cal,22.328444
348.1932,118.603271921967,sak,21.563833
348.1932,118.603271921967,sak,21.642813
